index,latitude,longitude,Temp_pre_30,Temp_pre_15,Temp_pre_7,Wind_pre_30,Wind_pre_15,Wind_pre_7,Hum_pre_30,Hum_pre_15,Hum_pre_7,Prec_pre_30,Prec_pre_15,Prec_pre_7,remoteness,catastrophic,month_sin,month_cos,Vegetation_0,Vegetation_4,Vegetation_9,Vegetation_12,Vegetation_14,Vegetation_15,Vegetation_16,Vegetation
0,18.105072,-66.75304399999999,24.48097412,24.71692308,24.9025974,4.341807043999999,3.492857143,3.262091503,78.21658986,76.79375,76.38157895,0.0,0.0,0.0,0.0179233876865947,1,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
1,35.03832998,-87.60999999,7.553433476,7.01,0.343529412,2.709763948,2.881707317,1.976470588,70.84,65.85891089,55.50588235,59.8,8.4,0.0,0.1843549518587874,0,-2.4492935982947064e-16,1.0,False,False,False,False,False,True,False,15
2,34.9478,-88.7225,4.971929825,5.7827659570000005,5.55875,3.3644994839999995,2.923829787,2.695833333,75.53162853,75.86861314,76.81283422,168.8,42.2,18.1,0.1945435134724886,1,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
3,39.6414,-119.3083,16.27596717,18.99618138,18.1425641,4.054982415,3.398329356,3.671282051,44.77842907,37.14081146,35.35384615,10.4,7.2,0.0,0.4874474548506364,0,1.2246467991473532e-16,-1.0,True,False,False,False,False,False,False,0
4,31.31697802,-83.39364888,14.87734096,16.40932642,17.17531915,2.000214439,1.7272020730000002,1.59069589,79.89667897,73.43181818,70.199387785,26.0,0.0,0.0,0.1489038254041168,0,0.49999999999999994,0.8660254037844387,False,False,False,True,False,False,False,12
5,30.90472001,-93.55749999,16.8519389,16.99778271,20.43478261,1.331257344,1.4729490019999998,1.424782609,72.89947781,75.06138107,77.92462312,28.4,27.5,1.2,0.2418935054935229,0,-0.5000000000000004,0.8660254037844384,False,False,False,True,False,False,False,12
6,35.90031,-92.06118,26.65524061,27.26486989,28.96806387,1.768073879,1.705297398,1.827944112,68.31902246,67.57541899,65.07784431,6.6,3.3,0.0,0.2246294059698352,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,True,False,15
7,48.8394,-99.7185,4.600950119,6.861878452999999,6.053333332999999,6.380760095,6.334254144,6.645333333,64.60650888,55.94303797,54.33783784,12.3,1.8,0.0,0.2916826266795891,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
8,30.84533929,-83.12798679,8.410982659,9.007192575,8.209,1.98867052,1.745011601,2.2245,71.26086957,69.28103044,64.7979798,76.3,26.2,8.4,0.1468883522426762,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
10,31.76738,-93.14687,26.38449292,26.0681672,26.51904762,1.771639151,1.629742765,2.019047619,79.940012,79.94212219,67.63095238,62.8,4.3,0.0,0.2374312087213936,0,-0.4999999999999998,-0.8660254037844388,False,False,False,True,False,False,False,12
11,33.98860931,-103.1352768,3.523045267,2.536363636,8.913095238,6.245931034,6.014404432,5.798795181,38.71270718,45.1800554,40.493975899999995,10.0,8.0,0.0,0.3303233823206644,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
13,35.738479999999996,-79.49695,2.207439024,2.713567839,2.7745562130000003,2.96809816,3.186934673,3.50591716,51.06973684,46.70879121,48.40236686,49.0,39.9,0.0,0.1113427085420808,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,True,False,15
14,33.779575,-96.025915,9.156936011,6.582005623,6.558044807000001,4.251751518,4.165323336,5.0250509160000005,62.30432645,60.11688312,53.78222222,0.0,0.0,0.0,0.2628850259367814,0,-2.4492935982947064e-16,1.0,False,False,False,False,False,False,True,16
15,31.43518075,-88.99948898,13.46861925,15.06722689,15.60479042,2.038268156,1.7379213480000002,1.775903614,57.99720670000001,56.74719101,59.61445783,0.0,0.0,0.0,0.1994853643481215,1,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
16,17.988879999999998,-67.04791999999999,25.15406162,24.42635659,24.93333333,4.524929972,5.082170543,7.506666667,70.60795455,66.390625,65.78571429,0.0,0.0,0.0,0.0205315269625678,0,0.49999999999999994,0.8660254037844387,False,False,False,True,False,False,False,12
17,35.7189,-92.335,3.490697674,3.490697674,3.490697674,1.34744186,1.34744186,1.34744186,76.09139785,76.09139785,76.09139785,0.0,0.0,0.0,0.2272697343448786,0,0.49999999999999994,0.8660254037844387,False,False,False,False,False,True,False,15
18,33.9375,-81.30416667,14.40319444,16.88055556,15.44464286,2.856944444,3.209444444,2.479166667,60.91944444,54.71666667,55.31547619,133.0,0.0,0.0,0.128446274916022,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,False,True,16
19,42.73193374,-77.90597641,5.1814729569999995,6.003609342000001,7.773429952000001,3.011635945,3.221656051,3.744927536,68.640553,69.55626327,63.96618357,52.9,38.4,2.3,0.0940479406833727,0,0.8660254037844387,-0.49999999999999983,False,True,False,False,False,False,False,4
20,31.1222,-88.0994,24.56617502,25.54887064,25.23287037,3.414215202,3.2723711339999997,2.899537037,73.71797885,74.60332542,69.44059406,93.7,85.3,41.4,0.1915116237333645,1,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
21,48.833,-99.7836,-0.8916349809999999,0.372659176,-4.273833671,5.800666667000001,6.012851782,6.65862069,77.57501206,75.96398104,71.17311609,21.2,21.2,9.2,0.2923027163909939,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
22,34.8928,-84.7615,2.225675676,2.225675676,2.225675676,2.149324324,2.149324324,2.149324324,58.89864865,58.89864865,58.89864865,0.0,0.0,0.0,0.1586998880293286,0,0.49999999999999994,0.8660254037844387,False,False,False,False,False,False,True,16
23,33.669209,-95.490213,31.0192783,30.14500942,29.62350598,3.81606525,4.079190207,4.9689243030000005,50.60751359,51.31638418,45.21912351,1.8,1.8,1.5,0.257938123566078,0,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,True,16
24,31.259,-84.8956,20.07947977,17.72271386,18.18867925,3.65984,3.366442953,2.211428571,67.55178268,61.733788399999995,60.32857143,0.0,0.0,0.0,0.1624159398172477,1,-0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
25,33.2418,-104.9122,31.05585937,32.5234375,34.89333333,4.026367187,3.844921875,3.695833333,28.78320313,25.7890625,18.20833333,2.5,0.0,0.0,0.3479907070469388,1,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,True,16
26,28.42583,-81.39111,15.44904863,16.73,16.46414141,3.4860465119999997,3.695652174,3.413131313,67.12380952,65.48913043,63.17676768,109.4,9.2,0.0,0.133388985338789,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
28,32.87732378,-82.72099158,14.144081,16.76699029,18.078444935,1.264719626,0.998543689,0.8654557205,75.37984496,82.58407079999999,86.18618371999999,0.0,0.0,0.0,0.141766231920617,0,0.49999999999999994,0.8660254037844387,False,False,False,True,False,False,False,12
29,32.56499998,-96.1751,28.130937100000004,27.08040201,27.21354167,2.7727856230000003,3.123869347,3.3390625,58.74293059,61.82871537,67.11518325,38.6,32.0,29.0,0.2651199680418281,1,-1.0,-1.8369701987210297e-16,False,False,False,True,False,False,False,12
30,37.46458863,-81.49122444,8.9048,12.492723,11.73579545,4.18489426,3.882897862,2.9401162789999997,56.23867069,49.52731591,40.64534884,54.5,11.7,4.3,0.127991882782634,1,0.8660254037844387,-0.49999999999999983,True,False,False,False,False,False,False,0
31,32.232007,-94.478323,29.70906892,30.10097561,30.27886598,2.786780906,2.559605911,3.1796875,66.83353733,63.59605911,64.60416667,0.0,0.0,0.0,0.2494810224064221,0,-0.8660254037844384,-0.5000000000000004,False,False,False,True,False,False,False,12
32,47.21028723,-93.47281993,4.751851852,6.52962963,5.023809524,3.919036591,4.261538462,3.709722222,54.65678555,60.53846154,64.08333333,11.6,11.1,11.1,0.2332417308503147,0,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,True,False,15
33,29.60577,-99.7186,13.34330484,14.2924257,14.00616016,3.17668566,3.387248322,3.5868583160000003,55.50054945,52.65123457,61.73766816,0.0,0.0,0.0,0.3008499816399805,1,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
34,43.85158,-108.19147,22.72938005,23.7672043,24.40402299,3.148513514,2.737837838,2.821511628,37.25675676,37.38648649,37.62209302,3.1,2.8,2.8,0.3746517113312526,0,-0.4999999999999998,-0.8660254037844388,False,False,True,False,False,False,False,9
35,32.38856,-94.68856,21.44210526,21.03448276,22.19393939,2.482307692,2.15508982,1.855063291,63.90877797,66.1557971,70.60740741,65.6,51.9,38.4,0.2513304473392301,0,-0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
36,36.5865,-96.32322,8.523263157999999,5.933657587999999,2.911842105,3.278095238,3.311328125,2.128193833,76.61521739,80.17729084,85.36936937,150.8,104.8,17.0,0.2639427624719013,1,-2.4492935982947064e-16,1.0,True,False,False,False,False,False,False,0
37,35.47333333,-84.45,14.40471888,11.63909465,10.72222222,1.976602238,1.750730689,0.799509804,73.77567887,70.18932039,68.28723404,145.8,14.4,0.0,0.1555431553430117,1,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,True,False,15
38,42.40379312,-73.41862982,4.042663892,5.1083521439999995,8.138095238,3.307596254,3.513318284,2.75952381,67.85661765,62.41836735,62.59509202,87.5,33.3,31.2,0.0552534008712164,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,9
39,36.81666667,-82.65166667,8.864242424,8.231321839,6.332934132,3.135151515,3.3071839080000003,3.0892215569999997,52.83489097,53.92330383,53.1257485,0.0,0.0,0.0,0.1386698681295559,1,0.8660254037844387,-0.49999999999999983,True,False,False,False,False,False,False,0
40,29.52,-83.26,26.71389728,26.15465587,25.064859,2.080916415,2.663259109,2.329501085,80.72540768,80.42449842,78.33640553,0.0,0.0,0.0,0.1491170204553289,0,-1.0,-1.8369701987210297e-16,False,False,False,True,False,False,False,12
42,32.80707917,-94.57469159,10.30368969,10.30368969,10.30368969,2.381740776,2.381740776,2.381740776,65.26835138,65.26835138,65.26835138,0.0,0.0,0.0,0.2499716321125233,0,0.49999999999999994,0.8660254037844387,False,False,False,True,False,False,False,12
43,47.342389,-92.822977,2.617524339,4.3,7.291666667,2.9963838660000004,2.578333333,2.0005952380000003,55.07788595,49.46388889,48.18452381,0.0,0.0,0.0,0.2271845877660905,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
44,31.2408,-81.5575,12.50716332,12.78894472,12.48039216,3.890544413,4.315577889,3.783333333,53.97468354,49.94382022,62.05952381,30.4,21.3,17.0,0.1326027431795333,1,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
47,29.77036999,-97.22999998,13.64166667,13.55277778,13.58928571,3.127777778,2.476944444,2.929166667,63.72919605,64.86931818,62.25903614,0.0,0.0,0.0,0.2771578167331505,0,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
48,43.94039999,-98.51480001,12.91572327,11.37772397,11.1182266,3.999496855,3.5227602910000004,4.115270936,60.4327044,62.28329298,59.13300493,38.4,4.1,2.3,0.2813714096766087,1,-0.8660254037844386,0.5000000000000001,False,False,True,False,False,False,False,9
49,45.0422716,-89.03498935,3.713043478,2.4625,1.84,5.752173912999999,7.3,9.32,66.91111111,79.75,78.2,0.0,0.0,0.0,0.1928582080156495,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,9
50,32.275940000000006,-102.7609,6.224290367999999,8.950697674,8.880239521,4.191577478,4.872930233,3.906187625,44.62889518,32.51597744,37.24693878,0.0,0.0,0.0,0.3279006605371029,0,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
51,34.33,-117.5130556,27.85048276,28.16509695,28.49940476,2.58,2.664542936,2.769642857,44.7062069,42.9833795,49.0,0.0,0.0,0.0,0.47215020307743,1,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,True,16
52,37.82518,-93.74782,20.14767025,16.72348993,15.39292035,2.715053763,2.620134228,2.642477876,66.69558824,68.59444444,72.47337278,41.2,1.0,1.0,0.2391933150283869,0,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,0
53,41.51085,-109.50637,13.19906542,14.16378378,17.85178571,5.2711615489999994,6.388648648999999,4.9226190480000005,33.59279039,35.34864865,29.61904762,1.8,0.0,0.0,0.3884084306904412,1,1.2246467991473532e-16,-1.0,False,False,False,False,False,True,False,15
55,31.52155134,-83.30110959999999,10.52442997,7.80261927,10.7689243,2.397114937,2.408138447,2.36314741,60.29836829999999,57.56314312,70.42828685,0.0,0.0,0.0,0.1479234312059609,0,-2.4492935982947064e-16,1.0,False,False,False,True,False,False,False,12
56,32.28853889,-82.40083333,10.97154851,10.70697674,8.807539683,2.438199627,2.365860465,3.0273809519999997,70.45740836,71.45977011,76.53301887,0.0,0.0,0.0,0.1393298173350989,1,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
57,34.9,-111.4333333,21.73636364,18.58,19.63333333,4.227272727,3.68,3.566666667,49.36363636,58.0,43.66666667,0.0,0.0,0.0,0.4108412483779338,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,True,16
58,35.29805555,-120.48,19.68511905,19.24217391,19.49529412,3.893413174,3.755263158,3.401190476,67.68893528,68.16055046,64.46153846,0.0,0.0,0.0,0.5017498045179025,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,True,False,15
59,25.334719,-80.80555600000001,21.40113154,22.19745042,23.98895706,5.189533239,5.180169972,5.328220859,70.96676301,73.53977273,75.15337423,0.0,0.0,0.0,0.131003293445296,0,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
60,47.8666,-94.9169,-0.139007092,1.805633803,0.581818182,4.160795455,5.004225352,5.346060606,61.94460227,62.53802817,61.57575758,21.0,18.0,12.7,0.2465745578827336,1,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
61,43.718140000000005,-89.52824,17.79981378,18.73772011,17.14910537,2.082960894,1.830676552,2.0854870780000003,63.92559663,63.14378479,61.63944223,0.0,0.0,0.0,0.1977626673709827,0,1.2246467991473532e-16,-1.0,False,False,True,False,False,False,False,9
62,35.06351,-93.35006,17.81246973,18.10641975,14.73988764,1.297578692,1.660246914,1.988202247,66.64366374,66.16243655,64.69662921,35.5,31.6,14.3,0.2370796945506121,0,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,True,False,15
63,32.25136667,-82.91357222,8.147935035,8.484572491,8.01547619,1.737633411,1.7823420069999998,2.370833333,60.78588808,60.89057751,62.28686327,0.0,0.0,0.0,0.1439278422115411,0,0.49999999999999994,0.8660254037844387,False,False,False,True,False,False,False,12
64,32.78947346,-84.84721729,9.430668127,11.39900498,16.46974359,2.7276013139999997,2.4452736319999997,2.281538462,68.88056206,60.87531172,66.01025641,96.5,8.1,0.0,0.1608674518866872,0,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
65,45.76867435,-116.3321016,21.5948324,21.20505618,20.58231707,0.564106145,0.538764045,0.513414634,58.11033520000001,57.84269663,59.5,0.0,0.0,0.0,0.4550891494307116,1,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,True,False,15
66,31.0847,-88.5464,15.40166084,14.48173599,9.649771689,3.724239631,3.945504587,3.738785047,80.55625,78.85406699,70.01604278,177.6,126.2,59.4,0.1956135917938746,1,-2.4492935982947064e-16,1.0,False,False,False,True,False,False,False,12
67,41.55579979,-74.40212285,6.701378254,7.766467066000001,7.830065359,4.330474732,4.9203592810000005,4.124836601,58.59429477,56.40181269,46.17763158,0.0,0.0,0.0,0.0640444852394095,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
68,34.55,-79.0167,6.580599144,10.0,10.31481481,2.791868759,3.0582857139999997,2.172222222,66.84168013,69.51079137,66.58088235,30.2,29.6,0.0,0.1078533379116892,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
69,32.4929,-84.1167,12.84916667,14.95166667,14.57678571,3.94,3.794722222,4.010119048,66.63687151,66.33798883,69.81927711,834.0,344.4,111.8,0.1545174695289357,1,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
70,37.2936,-83.2331,5.081005025,5.6713995939999995,6.278205128,2.882211055,2.929208925,3.159401709,71.16178067,69.3539823,73.00913242,76.7,38.4,25.2,0.1435960613746858,0,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,0
72,31.133234,-81.55446249,19.92907117,16.96029777,13.76964286,3.481432039,4.047869674,2.5958333330000003,73.61725395,70.69346734,59.21428571,27.2,0.5,0.0,0.1326571708822086,0,-0.5000000000000004,0.8660254037844384,False,False,False,True,False,False,False,12
73,34.15052242,-84.40011591,4.675555556,2.229330709,2.1205074,2.384641975,2.319488189,2.309936575,52.51729249,47.5738189,51.45454545,0.0,0.0,0.0,0.1559291357505066,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
74,34.9102,-85.4287,9.76573499,9.725373134,8.141935484,3.2640625,3.456465517,4.412962963,66.86682243,65.30751174,67.18055556,305.5,196.5,102.0,0.1646940623147792,0,1.0,6.123233995736766e-17,False,False,False,False,False,False,True,16
75,29.14,-82.33,19.3595537,19.75406162,18.86845238,1.987447699,2.533613445,3.1940476189999996,70.52719665,70.00840336,66.10714286,0.0,0.0,0.0,0.1411333106971859,0,-0.5000000000000004,0.8660254037844384,False,False,False,True,False,False,False,12
76,35.03680041,-95.26930239,6.258175559,4.451293103,3.4173913039999997,3.567125645,3.974568966,3.645652174,65.55923345,58.00431034,55.13043478,0.0,0.0,0.0,0.2549867445675882,1,0.49999999999999994,0.8660254037844387,False,False,False,False,False,True,False,15
77,47.41333333,-94.49,-2.428571429,-4.907284768,-10.43478261,3.833282675,4.442715232,3.891304348,74.28658537,68.84333333,62.87681159,0.0,0.0,0.0,0.2426723339716054,0,1.0,6.123233995736766e-17,False,False,False,False,False,True,False,15
80,30.2370808,-97.8383698,20.10858961,18.12543103,15.1549763,3.5176086960000004,3.408590308,3.91902439,62.74908201,61.02919708,58.74634146,89.8,0.3,0.3,0.2825247865155877,0,-0.5000000000000004,0.8660254037844384,False,False,False,True,False,False,False,12
81,37.1575,-107.0202778,8.664914586,7.032212885,6.604060914,4.722141918999999,4.633613445,3.873857868,40.75965379,37.54297994,35.34010152,0.0,0.0,0.0,0.3660826818678131,0,-1.0,-1.8369701987210297e-16,True,False,False,False,False,False,False,0
82,30.41306,-103.1489,25.19407133,27.91566265,27.23214286,4.627559055,4.503892493,4.475396825,38.06499536,34.94052045,45.25396825,0.0,0.0,0.0,0.333033723877119,1,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
83,45.5639,-107.4868,14.04709141,9.798333333,12.51904762,2.866445183,2.727333333,2.600714286,57.01502504,60.87878788,53.05,23.0,23.0,0.0,0.36726205791625,0,-0.8660254037844386,0.5000000000000001,False,False,False,False,False,True,False,15
84,43.285295,-95.7828301,5.840699369,7.030181087000001,7.128514056,2.9831471589999996,3.256539235,2.9226907630000003,78.35688499,73.37843552,69.85336049,0.0,0.0,0.0,0.2558466467095099,0,-0.5000000000000004,0.8660254037844384,False,False,True,False,False,False,False,9
86,34.8839,-98.2039,33.97345013,34.19567568,34.41666667,3.947843666,4.2013513510000005,3.982142857,37.33962264,37.63513514,36.39880952,0.8,0.0,0.0,0.2826857602442385,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,True,16
87,31.4636,-81.3551,28.18606061,29.04465409,28.92278481,3.3301538460000004,3.630128205,4.0075949369999995,65.93290735,67.66013072,66.16883117,66.0,65.0,52.0,0.1306394240687174,0,-0.4999999999999998,-0.8660254037844388,False,False,False,True,False,False,False,12
88,34.80025167,-89.65493016,15.41722222,18.23555556,17.91666667,4.2986111110000005,4.3094444439999995,4.4226190480000005,59.85915493,62.5,55.44444444,72.0,57.5,29.5,0.2031615153376302,1,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,True,16
90,32.9878,-89.6958,6.64835966,7.200763359,4.8,3.5430133660000003,4.117302799,3.778915663,65.03094059,59.23453608,49.89090909,70.6,41.2,0.0,0.2047362984044596,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
91,40.74611111,-75.74861111,9.215850144,9.625352113,11.3237069,3.860617761,3.738585859,3.4991379310000004,66.97291667,63.14468085,65.28504673,182.8,66.4,42.8,0.0760246627098659,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,True,False,15
92,36.781859999999995,-96.004014,0.269237833,0.3441340779999999,-2.034069401,2.04214876,2.018249534,1.700630915,77.41107185,80.88157895,88.90733591,18.9,14.8,13.0,0.260836229987279,1,-2.4492935982947064e-16,1.0,True,False,False,False,False,False,False,0
93,33.2892,-110.4575,24.38005502,26.35081967,27.86300578,4.2039889960000005,4.290163934,4.902312139,16.61019284,17.05737705,20.53179191,1.1,0.6,0.3,0.4022346600857496,0,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,True,16
94,30.11,-82.04,27.63648834,28.13579235,28.64519774,2.950961538,2.9813698630000003,2.499431818,69.59044863,66.72443182,66.29447853,6.4,5.6,5.6,0.1377658202602802,0,1.2246467991473532e-16,-1.0,False,False,False,True,False,False,False,12
95,32.0988,-84.7623,14.88989784,15.37817797,14.83275109,2.9760273969999997,3.1441364610000004,3.882743363,66.19035847,69.26607539,69.8411215,114.7,87.9,69.6,0.1605963665451146,0,1.0,6.123233995736766e-17,False,False,False,True,False,False,False,12
96,40.86545041,-72.93647803,23.37733142,22.69075145,21.46583851,3.194691535,2.969653179,3.164596273,68.69030391,74.06764706,77.09937888,28.7,18.5,14.7,0.0517179236933555,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,True,False,15
97,36.3389,-91.5364,10.27323162,11.2005571,11.47305389,4.240638003,4.083008357,4.467065868,72.39944134,69.64902507,68.98203593,0.0,0.0,0.0,0.2195270770168189,0,1.0,6.123233995736766e-17,True,False,False,False,False,False,False,0
98,47.68795,-117.237,19.08435829,19.29780822,17.45,1.751470588,1.550410959,1.568452381,46.43716578,43.60547945,39.17857143,19.3,1.6,0.0,0.463820570910429,0,-1.0,-1.8369701987210297e-16,False,False,False,False,False,True,False,15
99,31.025575,-90.377754,29.1045724,31.34423077,31.11157025,1.097205758,1.286442308,1.041115702,68.91788079,65.53868756,66.11349036,0.0,0.0,0.0,0.212420336604747,0,-0.4999999999999998,-0.8660254037844388,False,False,False,True,False,False,False,12
101,35.150426,-101.856664,24.9340628,26.04095427,25.55291667,6.6670789720000005,6.820874751,4.834583333,53.11512845,47.82107356,43.4,142.4,49.4,13.2,0.3172976748603613,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,True,False,15
102,33.9848,-110.0857,26.63636364,26.79,26.08510638,4.91010101,4.841,5.017021277,19.66161616,21.71,24.44680851,2.0,2.0,2.0,0.3980950892780281,0,-0.4999999999999998,-0.8660254037844388,False,False,False,False,False,False,True,16
103,33.31660999,-96.06086,7.03282588,7.457061069,7.252525253,3.2758801139999996,2.622709924,3.002222222,60.91711889,62.56726908,68.84801762,0.0,0.0,0.0,0.2635250921021965,1,-2.4492935982947064e-16,1.0,False,False,False,False,False,False,True,16
104,34.1156,-81.4619,11.61438356,14.40474138,15.06454545,2.938127854,2.7183189660000004,2.493636364,63.15903308,67.8490099,67.00574713,34.8,20.2,13.5,0.1297283987401816,0,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,False,True,16
105,31.04372295,-84.97758751,19.33212766,16.07959184,13.9,2.581914894,2.6247165530000003,3.028037383,71.94036209,70.76590909,72.04225352,138.7,61.7,59.2,0.1633165707601012,0,-0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
106,46.1144,-100.6923,-1.333333333,-0.153203343,-0.05988024,3.925558659,4.10027933,4.186144578,76.08645533,70.22126437,70.06289308,2.6,2.3,1.3,0.301474802346217,0,0.8660254037844387,-0.49999999999999983,False,False,True,False,False,False,False,9
107,34.301426,-79.426903,9.462435838,10.21448468,10.03777336,3.1781147919999997,2.811420613,2.676143141,65.43231899,68.19847328,67.94379391,0.0,0.0,0.0,0.111621392475514,0,1.0,6.123233995736766e-17,False,False,False,False,False,False,True,16
109,34.98778,-103.2794,25.95227525,26.61896552,28.07626263,4.959555556000001,4.964439655,5.265151515,31.69599109,35.76077586,28.19191919,44.5,38.6,0.0,0.331070469424046,1,1.2246467991473532e-16,-1.0,False,False,False,False,False,False,True,16
110,31.96458,-95.10625,29.27665317,29.64010989,29.87283237,4.704588394,4.008791209,3.735260116,64.10526316,64.65934066,64.7283237,0.0,0.0,0.0,0.255538737650671,0,-0.4999999999999998,-0.8660254037844388,False,False,False,True,False,False,False,12
111,34.461467999999996,-86.799757,9.14719888,10.01254682,11.1362173,2.399859944,2.6377340819999997,2.700603622,68.05744979,62.49297095,59.53118712,0.0,0.0,0.0,0.1773676865813094,1,0.8660254037844387,-0.49999999999999983,False,False,False,False,False,False,True,16
112,33.58500167,-95.08555556,32.62925012,33.66106443,33.09325397,1.862785282,1.851727358,2.143849206,46.36376339,41.1914099,41.41666667,0.0,0.0,0.0,0.2542088211236235,0,-0.8660254037844384,-0.5000000000000004,False,False,False,False,False,False,True,16
113,30.2006,-81.705,18.47524752,19.14356436,20.4974359,3.640652447,3.89275,4.171649485,74.00849858,74.17183099,74.38690476,42.3,25.8,9.2,0.1347164929727935,1,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
114,33.628128000000004,-94.858296,23.63594257,23.93703704,25.67857143,2.323251505,2.1025,3.047619048,65.15760112,60.82729805,56.41666667,0.0,0.0,0.0,0.2520561541661836,1,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,False,True,16
115,29.1325,-81.62,23.9530451,25.38432836,26.05645161,2.731174278,2.619662921,2.93959596,72.50804829,74.23092170000001,73.06289308,0.0,0.0,0.0,0.1348264311774838,0,0.49999999999999994,-0.8660254037844387,False,False,False,True,False,False,False,12
116,33.37021,-98.44781,8.372812135,7.059375,8.493939394,3.899649942,3.98375,3.058441558,61.56924883,71.10947368,78.98230088,86.5,69.4,69.4,0.2859837824721354,1,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
118,34.22433002,-95.58433997,4.125168237,6.214933332999999,8.975842697000001,3.609703504,3.3,4.052247191,57.07962213,60.18666667,60.46067416,4.9,4.9,2.1,0.258452922587681,0,-2.4492935982947064e-16,1.0,False,False,False,False,False,False,True,16
119,33.05,-97.514,10.48263473,12.51386139,11.76802326,4.37760479,4.4841584160000005,4.743604651,57.08273381,55.2853598,42.68023256,26.7,12.2,0.0,0.2773793853977369,0,0.8660254037844386,0.5000000000000001,False,False,False,False,False,False,True,16
120,32.25719,-85.40776,15.15755725,16.44093567,14.15276074,2.8987786260000004,2.956725146,2.519631902,58.26259542,50.637426899999994,44.77300613,0.0,0.0,0.0,0.1662911803618487,0,0.8660254037844387,-0.49999999999999983,False,False,False,True,False,False,False,12
121,31.7686,-89.2439,7.486750348999999,8.070028011,8.418181817999999,1.73767507,1.483380282,1.398159509,72.73060649,65.74084507,59.52147239,11.2,0.0,0.0,0.2014720055590013,0,0.8660254037844386,0.5000000000000001,False,False,False,True,False,False,False,12
122,33.6767,-86.9606,24.00859788,23.22997347,22.94378698,2.397086093,2.33962766,2.00297619,71.7188755,67.97843666,66.46385542,13.5,11.7,4.1,0.1793403249467713,0,-1.0,-1.8369701987210297e-16,False,False,False,False,False,False,True,16
123,48.0443,-118.3853,12.35106383,14.43589744,12.16666667,2.196153846,3.0521739130000003,3.145454545,57.91025641,49.91304348,52.72727273,25.1,17.5,17.5,0.4754027581898195,1,0.49999999999999994,-0.8660254037844387,False,False,False,False,False,True,False,15
